DestinationID;Name;CityProvince;Description;Rate ;Image;KeyMain;EntranceFee;AccommodationCost;TotalTourCost;TourPricePerPerson
241;Buôn Ðôn;Ð?000 L?000;"Buôn Ðôn, n?m t?i t?nh Ð?000 L?000, Vi?t Nam, là m?t vùng d?t n?i ti?ng v?i van hóa d?c s?c và 000hung c?nh thiên nhiên hùng vi Ðây là vùng d?t c?a ngu?i dân t?c Ê-dê và Mnông, noi b?n có th? 000hám phá nh?ng nét van hóa d?c dáo và các ho?t d?ng thú v?";36;https://cdntgddvn/Files/2023/09/28/1549550/du-lich-buon-don-da000-la000-7-dia-diem-000hong-the-bo-lo-202309282152153920jpg;"du l?ch, thiên nhiên, c?nh d?p";20000–50000;300000–800000;200000–600000;500000–1500000
242;H? L?000;Ð?000 L?000;"H? L?000 là m?t h? nu?c l?n t?i Vi?t Nam, n?m ? phía tây b?c t?nh Lâm Ð?ng H? này du?c bi?t d?n v?i c?nh quan thiên nhiên tuy?t d?p và da d?ng sinh h?c phong phú H? L?000 cung là m?t di?m d?n thu hút du 000hách v?i các ho?t d?ng nhu l?n bi?n, câu cá, và du thuy?n";34;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcTsOvhXUB00060SmnYLm000C5qZ1c-BF0w4VF5Dyw&s;"l?ch s?, van hóa, 000hám phá";Mi?n phí;300000–800000;300000–800000;100000–300000
243;Thác Dray Nur;Ð?000 L?000;"Thác Dray Nur, n?m ? t?nh Ð?000 L?000, là m?t 00000ong nh?ng thác nu?c d?p và hùng vi nh?t c?a Tây Nguyên Thác này n?m bên dòng sông Sêrêpô000, n?i ti?ng v?i v? d?p hoang so và huy?n bí";39;https://imagesbaodantocvn/uploads/2021/Th%C3%A1ng_10/Ng%C3%A0y_14/NGN%C3%82/th%C3%A1c%20Dray%20Nur/41-1634140188-dray-nurjpg;"d?a danh n?i ti?ng, bi?u tu?ng";Mi?n phí;300000–800000;200000–600000;500000–200000
244;B?o tàng cà phê Th? gi?i;Ð?000 L?000;"B?o tàng Th? gi?i Cà phê, t?a l?c t?i Buôn Ma Thu?t, Ð?000 L?000, là m?t di?m d?n h?p d?n cho nh?ng ai yêu thích cà phê và mu?n tìm hi?u v? van hóa cà phê toàn c?u";37;https://thaian00000avelcom/wp-content/uploads/2024/06/bao-tang-the-gioi-ca-phe-o-tay-nguyen-1-jpgwebp;"thu giãn, yên bình, du l?ch sinh thái";20000–80000;300000–800000;100000–300000;500000–1500000
245;000hu du l?ch 000o Tam;Ð?000 L?000;"000hu du l?ch 000o Tam, t?a l?c t?i Buôn Ma Thu?t, Ð?000 L?000, là m?t di?m d?n sinh thái và van hóa n?i b?t c?a Tây Nguyên V?i di?n tích 000ho?ng 13 hecta, 000o Tam mang d?n cho du 000hách m?t 000hông gian thiên nhiên hoang so và yên bình, cùng v?i nh?ng nét van hóa d?c s?c c?a ngu?i dân t?c Ê-dê";3;https://vcdn1-dulichvnecdnnet/2023/09/18/thac-lieng-nung-ha-the-bao-169-4064-1297-1695029127jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=PEGSVxss36taUtg2gGqjxA;"b?o t?n, d?ng v?t, th?c v?t";300000–800000;300000–800000;200000–600000;500000–1500000
246;Công viên d?a ch?t Ð?000 Nông;Ð?000 Nông;"Công viên Ð?a ch?t Ð?000 Nông n?i ti?ng v?i h? th?ng hang d?ng núi l?a d?c dáo, bao g?m g?n 50 hang d?ng v?i t?ng chi?u dài hon 10000 mét Công viên Ð?a ch?t Ð?000 Nông 000hông ch? là noi b?o t?n các giá 00000? d?a ch?t, mà còn là noi luu gi? và gi?i thi?u van hóa c?a các dân t?c b?n d?a nhu ngu?i M?, ngu?i Mnông và ngu?i Ê-dê";43;https://vcdn1-dulichvnecdnnet/2023/09/18/thac-lieng-nung-ha-the-bao-169-4064-1297-1695029127jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=PEGSVxss36taUtg2gGqjxA;"di s?n, l?ch s?, van hóa";300000–800000;300000–800000;200000–600000;500000–1500000
247;Thác Dray Sap;Ð?000 Nông;"Thác Dray Sap, còn du?c g?i là Thác 000hói, là m?t 00000ong nh?ng thác nu?c d?p và hùng vi nh?t c?a Tây Nguyên";34;https://cdnvn00000ipvn/cam-nang/wp-content/uploads/2017/10/dray-sap-1jpg;"d?a phuong, d?c dáo, 000hám phá";Mi?n phí;300000–800000;200000–600000;500000–200000
248;Hang d?ng Chu Blu000;Ð?000 Nông;"Hang d?ng Chu Blu000, n?m ? huy?n 000rông Nô, t?nh Ð?000 Nông, là h? th?ng hang d?ng núi l?a dài nh?t Ðông Nam Á Hang d?ng Chu Blu000 n?i b?t v?i v? d?p hoang so và 000? bí, v?i nh?ng c?u 00000úc dá bazan d?c dáo và h? sinh thái phong phú Ðây là di?m d?n lý tu?ng cho nh?ng ai yêu thích 000hám phá và m?o hi?m, b?i vi?c ti?p c?n hang d?ng 000hông h? d? dàng và dòi h?i s? hu?ng d?n c?a ngu?i dân d?a phuong";48;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcTnfpJMgpf000MIvae00000mSaiDLqoAG1E000hGtEJg&s;"thiên nhiên, du l?ch, hòa bình";Mi?n phí;300000–800000;200000–600000;500000–200000
249;H? Ea Snô;Ð?000 Nông;"H? Ea Snô du?c bao quanh b?i h? sinh thái th?c v?t da d?ng và phong phú, là noi sinh s?ng c?a nhi?u c?ng d?ng dân t?c b?n d?a 000hung c?nh noi dây mang l?i c?m giác bình yên và thu thá";46;https://nqs1cdnvn/2023/06/11/dautu000inhtechung000hoanvn-stores-news_dataimages-2023-062023-11-11-_t1-222620230611115748jpg;"c?nh quan, d?a danh, n?i b?t";Mi?n phí;300000–800000;100000–300000;500000–200000
250;000hu b?o t?n thiên nhiên Nâm Nung;Ð?000 Nông;"000hu b?o t?n n?m ? t?nh Ð?000 Nông, n?i ti?ng v?i h? sinh thái da d?ng g?m r?ng nguyên sinh, thác nu?c hùng vi và nhi?u loài d?ng th?c v?t quý hi?m Ðây là d?a di?m lý tu?ng cho các ho?t d?ng 000hám phá thiên nhiên, 00000e00000ing, và nghiên c?u sinh thái";43;https://danvietmediacdnvn/296231569849192448/2022/7/7/d7d72db1fc3e3f60662f-16571735477191741026026jpg;"000hám phá, thiên nhiên, thu giãn";50000–200000;300000–800000;200000–600000;1500000–400000
251;Ð?i A1;Ði?n Biên;"Ð?i A1 là m?t 00000ong nh?ng di tích l?ch s? quan 00000?ng 00000ong chi?n d?ch Ði?n Biên Ph?, noi t?ng di?n ra các 00000?n dánh 000h?c li?t Hi?n nay, noi dây 00000? thành di?m tham quan v?i h?m chi?n d?u, h? th?ng giao thông hào và b?o t?n nhi?u hi?n v?t l?ch s?";37;https://dienbientvvn/dataimages/201907/original/images2790806_29jpg;"du l?ch, thiên nhiên, c?nh d?p";20000–80000;300000–800000;100000–300000;500000–1500000
252;H?m De Cas00000ies;Ði?n Biên;Ðây là noi ? và ch? huy c?a tu?ng De Cas00000ies 00000ong chi?n d?ch Ði?n Biên Ph? H?m du?c xây d?ng 000iên c? và hi?n nay là di tích l?ch s? du?c b?o t?n d? tái hi?n l?i chi?n 00000u?ng nam xua;35;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcSh6mulULwY4000ND80J000IMOAeIg2w000GdNHAjZw&s;"l?ch s?, van hóa, 000hám phá";20000–80000;300000–800000;100000–300000;500000–1500000
253;B?o tàng chi?n th?ng Ði?n Biên Ph?;Ði?n Biên;"B?o tàng luu gi? các hi?n v?t, tu li?u và hình ?nh v? chi?n d?ch Ði?n Biên Ph?, tái hi?n l?ch s? hào hùng c?a dân t?c Vi?t Nam Ðây là di?m d?n 000hông th? b? qua 000hi ghé tham Ði?n Biên";48;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcTum8lds95DiG7GYG-gW2V000xz0lUn0sJUqiGw&s;"d?a danh n?i ti?ng, bi?u tu?ng";20000–80000;300000–800000;100000–300000;500000–1500000
254;Cánh d?ng Mu?ng Thanh;Ði?n Biên;"Cánh d?ng lúa l?n nh?t vùng Tây B?c, n?i ti?ng v?i v? d?p tho m?ng và vai 00000ò quan 00000?ng 00000ong l?ch s? chi?n d?ch Ði?n Biên Ph? C?nh quan ? dây thay d?i theo mùa v?, thu hút nhi?u du 000hách d?n chiêm ngu?ng";37;https://dulich000hatvongvietcom/wp-content/uploads/2022/02/Dep-ngo-ngang-00000uoc-ve-dep-mua-vang-cua-canh-dong-Muong-Thanhjpg;"thu giãn, yên bình, du l?ch sinh thái";Mi?n phí;300000–800000;100000–300000;500000–1500000
255;Tu?ng dài chi?n th?ng Ði?n Biên Ph?;Ði?n Biên;"Tu?ng dài n?m 00000ên d?i D1, là bi?u tu?ng c?a chi?n th?ng l?ch s? Ði?n Biên Ph? Ðây là noi tôn vinh s? hy sinh và chi?n công c?a các chi?n si Vi?t Nam, d?ng th?i cung là di?m ng?m toàn c?nh thành ph? Ði?n Biên";41;https://bizwebd000tcdnnet/100/006/093/files/tuong-dai-chien-thang-dien-bien-phu-1jpg?v=1709521625245;"b?o t?n, d?ng v?t, th?c v?t";Mi?n phí;300000–800000;200000–600000;500000–1500000
256;Vu?n qu?c gia Cát Tiên;Ð?ng Nai;"M?t 00000ong nh?ng vu?n qu?c gia n?i ti?ng nh?t Vi?t Nam, n?m ? t?nh Ð?ng Nai Noi dây s? h?u h? sinh thái phong phú v?i nhi?u loài d?ng th?c v?t quý hi?m, cùng các ho?t d?ng nhu 000hám phá r?ng, ng?m chim và dã ngo?i";49;https://cattiennationalpar000comvn/wp-content/uploads/2023/03/word-image-6772-3-768x512jpeg;"di s?n, l?ch s?, van hóa";50000–200000;300000–800000;200000–600000;500000–1500000
257;000hu du l?ch B?u Long;Ð?ng Nai;"Ðu?c ví nhu “V?nh H? Long thu nh?” ? Ð?ng Nai, B?u Long n?i b?t v?i h? nu?c 00000ong xanh, núi dá và c?nh quan tho m?ng Ðây là noi lý tu?ng cho các ho?t d?ng dã ngo?i, c?m 00000?i và ch?p ?nh";33;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9Gc00000UQFhtdPrAb32sIE09O6TgymIvvjoRn5JSA&s;"d?a phuong, d?c dáo, 000hám phá";Mi?n phí;1500000–500000;200000–500000;300000–700000
258;H? 00000? An;Ð?ng Nai;"H? 00000? An v?i 00000ên 70 d?o l?n, nh? và nhi?u d?o 00000ong s? này có cu dân sinh s?ng, c?ng thêm vài hòn d?o có di?n tích l?n du?c 000hai thác du l?ch g?n ch?c nam 00000? l?i dây dã 00000? thành di?m nh?n c?a sông nu?c 00000? An";49;https://miavn/media/uploads/blog-du-lich/camping-ho-00000i-an-4-1693238728jpg;"thiên nhiên, du l?ch, hòa bình";Mi?n phí;300000–800000;200000–600000;100000–300000
259;Ð?o Ó;Ð?ng Nai;"M?t hòn d?o n?m gi?a lòng h? 00000? An, s? h?u 000hông gian xanh mát và 00000ong lành Ð?o Ó là di?m d?n h?p d?n cho các ho?t d?ng dã ngo?i, c?m 00000?i, và thu?ng ngo?n thiên nhiên";35;https://zoom00000avelvn/upload/news/vien-ngoc-giua-long-ho-00000i-an-thien-nhien-hoang-so-000y-vi12230jpg;"c?nh quan, d?a danh, n?i b?t";Mi?n phí;300000–800000;200000–600000;100000–300000
260;Thác Giang Ði?n;Ð?ng Nai;"M?t thác nu?c d?p ? Ð?ng Nai, du?c bao quanh b?i r?ng cây xanh mát Thác Giang Ði?n là d?a di?m du l?ch sinh thái, h?p d?n cho các ho?t d?ng ngh? du?ng, picnic và ch?p ?nh 000? ni?m";3;https://miavn/media/uploads/blog-du-lich/thac-giang-dien-va-nhung-00000ai-nghiem-thu-vi-co-mot-000hong-hai-03-1689266277jpg;"000hám phá, thiên nhiên, thu giãn";Mi?n phí;300000–800000;200000–600000;500000–200000
261;Vu?n qu?c gia 00000àm Chim;Ð?ng Tháp;"Vu?n qu?c gia ? Ð?ng Tháp, noi b?o t?n h? sinh thái d?t ng?p nu?c d?c 00000ung Ð?ng b?ng sông C?u Long 00000àm Chim là nhà c?a nhi?u loài chim quý hi?m, d?c bi?t là s?u d?u d?";46;https://tainguyenvamoi00000uongvn/images/news/lg-danh-gia-tac-dong-cua-nguoi-dan-den-000hu-vuc-vuon-quoc-gia-00000am-chim-tai-xa-phu-tho-phu-duc-huyen-tam-nong-tinh-dong-thap_566jpg;"du l?ch, thiên nhiên, c?nh d?p";20000–80000;300000–800000;200000–500000;500000–200000
262;Làng hoa Sa Ðéc;Ð?ng Tháp;"Làng ngh? 00000uy?n th?ng n?i ti?ng ? Ð?ng Tháp, noi 00000?ng hàng 00000am loài hoa d?p và quý Làng hoa thu hút du 000hách v?i nh?ng vu?n hoa r?c r? quanh nam";48;https://scontentiocvnptcom/resources/portal/Images/DTP/dtblieu/lang_hoa/48bf9d85d2d3118d48c2_826106342jpeg;"l?ch s?, van hóa, 000hám phá";20000–80000;300000–800000;100000–300000;500000–1500000
263;000hu di tích X?o Quýt;Ð?ng Tháp;"M?t 000hu di tích l?ch s? 000?t h?p du l?ch sinh thái t?i Ð?ng Tháp, noi tái hi?n các can c? cách m?ng 00000ong r?ng 00000àm th?i 000háng chi?n";35;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcTNFW3oOOp10fGV9fAYtic3l1Y4dmLSb7Q3zg&s;"d?a danh n?i ti?ng, bi?u tu?ng";20000–80000;300000–800000;200000–600000;500000–1500000
264;Lang c? Nguy?n Sinh S?c;Ð?ng Tháp;"Noi an ngh? c?a c? Nguy?n Sinh S?c, thân sinh Ch? t?ch H? Chí Minh Lang du?c thi?t 000? hài hòa gi?a 000i?n 00000úc và c?nh quan thiên nhiên";34;https://scontentiocvnptcom/resources/portal/Images/DTP/superadminportaldtp/00000angchu/portal/luu00000u/diadiem/ditichnguyensinhsac/h1jpg_636758375125902652jpg;"thu giãn, yên bình, du l?ch sinh thái";20000–80000;400000–1500000;100000–300000;500000–200000
265;Ch? Cao Lãnh;Ð?ng Tháp;"M?t 000hu ch? s?m u?t t?i thành ph? Cao Lãnh, noi du 000hách có th? 000hám phá van hóa ?m th?c và d?i s?ng ngu?i dân d?a phuong";47;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcREw0000vf000qWUVy7gogbII8hIDj_ivcyzfhDiQ&s;"b?o t?n, d?ng v?t, th?c v?t";Mi?n phí;300000–800000;200000–600000;500000–1500000
266;Bi?n H?;Gia Lai;"M?t 000hu ch? s?m u?t t?i thành ph? Cao Lãnh, noi du 000hách có th? 000hám phá van hóa ?m th?c và d?i s?ng ngu?i dân d?a phuong";43;https://sa000osvn/wp-content/uploads/2024/08/1-18jpg;"di s?n, l?ch s?, van hóa";Mi?n phí;300000–800000;300000–800000;100000–300000
267;Thác Phú Cu?ng;Gia Lai;"M?t thác nu?c d?p t?i Gia Lai, n?m gi?a r?ng nguyên sinh Thác n?i b?t v?i dòng nu?c 00000?ng xóa, d? t? d? cao hon 45m";49;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcT_VHJsbv000vT0mm43ZwE4YjRaLmOPaDjxeX000Q&s;"d?a phuong, d?c dáo, 000hám phá";Mi?n phí;300000–800000;200000–600000;500000–200000
268;Chùa Minh Thành;Gia Lai;"Ngôi chùa n?i ti?ng ? Gia Lai, du?c xây d?ng theo phong cách Ph?t giáo Nh?t B?n, v?i 000i?n 00000úc d?c dáo và 000hông gian thanh t?nh";4;https://datviettourcomvn/uploads/images/tin-tuc-SEO/tay-nguyen/danh-thang/chua-minh-thanh-plei000ujpg;"thiên nhiên, du l?ch, hòa bình";20000–80000;300000–800000;100000–300000;500000–200000
269;Qu?ng 00000u?ng Ð?i Ðoàn 000?t;Gia Lai;"Qu?ng 00000u?ng l?n nh?t Tây Nguyên, n?m t?i Plei000u, Gia Lai Ðây là noi t? ch?c các s? 000i?n l?n và cung là bi?u tu?ng c?a doàn 000?t dân t?c";47;https://miavn/media/uploads/blog-du-lich/quang-00000uong-dai-doan-000et-noi-000et-tinh-tu-tuong-dan-toc-1659087815jpg;"c?nh quan, d?a danh, n?i b?t";20000–50000;300000–800000;200000–500000;500000–200000
270;Ð?i chè Bàu C?n;Gia Lai;"Ð?i chè Bàu C?n ? Gia Lai là m?t 00000ong nh?ng d?i chè lâu d?i nh?t Vi?t Nam, n?i b?t v?i nh?ng lu?ng chè xanh mu?t 00000?i dài, mang v? d?p yên bình Ðây là di?m d?n lý tu?ng d? thu giãn và ch?p ?nh gi?a 000hông gian thiên nhiên tuoi mát";37;https://miavn/media/uploads/blog-du-lich/ghe-tham-doi-che-bau-can-voi-sac-xanh-cuc-quyen-ru-02-1659459923jpg;"000hám phá, thiên nhiên, thu giãn";Mi?n phí;300000–800000;200000–500000;500000–200000
271;C?t c? Lung Cú;Hà Giang;"C?t c? Lung Cú, n?m ? c?c B?c Vi?t Nam (Hà Giang), là bi?u tu?ng thiêng liêng c?a ch? quy?n qu?c gia Du 000hách chinh ph?c g?n 800 b?c thang d? chiêm ngu?ng lá c? d? sao vàng tung bay 00000ên d?nh núi hùng vi";39;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcSigfgZFV4EvIXqI5SCa9MfMv9bGaePC9_0VQ&s;"du l?ch, thiên nhiên, c?nh d?p";Mi?n phí;500000–200000;200000–600000;1500000–400000
272;Ðèo Mã Pí Lèng;Hà Giang;"Ðèo Mã Pí Lèng là cung du?ng hùng vi t?i Hà Giang, v?i sông Nho Qu? xanh ng?c ch?y u?n lu?n phía du?i Ðây là di?m thu hút phu?t th? và du 000hách yêu v? d?p thiên nhiên hoang so";4;https://owabestpricevn/images/destinations/uploads/deo-ma-pi-leng-6001155be6540jpg;"l?ch s?, van hóa, 000hám phá";Mi?n phí;500000–200000;200000–600000;1500000–400000
273;Ph? c? Ð?ng Van;Hà Giang;"Ph? c? Ð?ng Van (Hà Giang) luu gi? nét 000i?n 00000úc c? 000ính v?i nh?ng ngôi nhà tu?ng d?t, mái ngói âm duong Phiên ch? cu?i tu?n nh?n nh?p là di?m nh?n van hóa h?p d?n";5;https://tuyengiaohagianggovvn/upload/64711/fc000/leminhtienbtgtu/2022_06_16_23_23_014png;"d?a danh n?i ti?ng, bi?u tu?ng";Mi?n phí;500000–200000;100000–300000;1500000–400000
274;H?m Tu S?n;Hà Giang;"H?m Tu S?n, noi sâu nh?t Ðông Nam Á, n?i b?t v?i vách dá cao 800m và dòng sông Nho Qu? xanh bi?c Du 000hách có th? chèo thuy?n 000hám phá 000hung c?nh 000? vi này";45;https://imagesbaodantocvn/uploads/2022/Th%C3%A1ng%201/Ng%C3%A0y%207/NG%C3%82N/Tu%20S%E1%BA%A3n/000ham-pha-ve-dep-hem-tu-san-hem-vuc-sau-nhat-tai-dong-nam-a-o-ha-giang3-1639281377835787560145jpg;"thu giãn, yên bình, du l?ch sinh thái";Mi?n phí;300000–800000;200000–500000;500000–200000
275;Dinh Vua Mèo;Hà Giang;"Dinh Vua Mèo (Hà Giang) là dinh th? c? c?a dòng h? Vuong, v?i 000i?n 00000úc 000?t h?p d?c dáo gi?a 00000ung Hoa, Pháp và van hóa dân t?c H'Mông, thu hút nhi?u du 000hách tham quan";48;https://i2ex-cdncom/crystalbaycom/files/content/2024/09/25/dinh-thu-vua-meo-1-1430jpg;"b?o t?n, d?ng v?t, th?c v?t";20000–50000;500000–200000;200000–600000;1500000–400000
276;Chùa Tam Chúc;Hà Nam;"Chùa Tam Chúc (Hà Nam) là m?t 00000ong nh?ng qu?n th? chùa l?n nh?t Vi?t Nam, n?i b?t v?i 000i?n 00000úc hoành 00000áng và c?nh quan thiên nhiên tuoi d?p Ðu?c bao quanh b?i nh?ng dãy núi, h? nu?c 00000ong xanh, dây là noi thu hút tín d? Ph?t giáo và du 000hách tham quan";4;https://www000ynghidongduongvn/images/product/img2/du-lich-chua-tam-chuc-000ynghidongduong-004jpg;"di s?n, l?ch s?, van hóa";20000–80000;300000–800000;200000–600000;500000–1500000
277;Ð?n 00000?n Thuong;Hà Nam;"Ð?n 00000?n Thuong (Hà Nam) th? các v? vua 00000?n, n?i b?t v?i 000i?n 00000úc c? 000ính và 000hông gian thanh t?nh Ð?n là di?m d?n van hóa, tâm linh, thu hút du 000hách vào mùa l? h?i";49;https://miavn/media/uploads/blog-du-lich/den-00000an-thuong-7-1696133302jpg;"d?a phuong, d?c dáo, 000hám phá";20000–80000;300000–800000;100000–300000;500000–1500000
278;Hang Lu?n;Hà Nam;"Hang Lu?n, n?m 00000ong 000hu di tích H? Long, Qu?ng Ninh, n?i ti?ng v?i h? th?ng hang d?ng 000? vi Du 000hách có th? chèo thuy?n vào hang, 000hám phá v? d?p hoang so c?a thiên nhiên";41;https://wwwdulichhalongnet/wp-content/uploads/Hang-Luon-Halongjpg;"thiên nhiên, du l?ch, hòa bình";20000–80000;1500000–500000;200000–500000;300000–700000
279;Ð?n L?nh Giang;Hà Nam;"Ð?n L?nh Giang (Hung Yên) là di tích l?ch s? th? các b?c vua hùng, mang d?m giá 00000? van hóa và l?ch s? Ðây là m?t di?m du l?ch tâm linh n?i b?t t?i mi?n B?c";31;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcRC0tZbj_000Aypbee0hvzuXU000lPNYZrhTvMsCQ&s;"c?nh quan, d?a danh, n?i b?t";20000–80000;300000–800000;100000–300000;500000–1500000
280;Làng Vu Ð?i;Hà Nam;"Làng Vu Ð?i (Hà Nam) n?i ti?ng nh? s? g?n 000?t v?i tác ph?m ""Chí Phèo"" c?a nhà van Nam Cao Noi dây có nh?ng ngôi nhà c?, là di?m du l?ch van hóa, noi luu gi? nét d?p van hóa 00000uy?n th?ng";46;https://baogiaothongmediacdnvn/upload/images/2019-3/article_img/2019-09-12/ngo-i-nha-ba-000ie-n-gio-00000o-tha-nh-mo-t-die-m-tham-quan-mie-n-phi-cho-du-000ha-ch--1568293960-width914height486jpg;"000hám phá, thiên nhiên, thu giãn";Mi?n phí;300000–800000;200000–500000;500000–1500000
281;Lang Ch? t?ch H? Chí Minh;Hà N?i;"Lang Ch? t?ch H? Chí Minh (Hà N?i) là noi luu gi? thi hài c?a Ch? t?ch H? Chí Minh, 00000? thành bi?u tu?ng c?a lòng tôn 000ính và bi?t on c?a nhân dân Vi?t Nam";42;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcRMHx0p000R_hUf4DaJq8ywbEqYONg2J014vbnw&s;"du l?ch, thiên nhiên, c?nh d?p";20000–80000;400000–1500000;100000–300000;500000–200000
282;H? Guom;Hà N?i;"H? Guom (Hà N?i) là 00000ung tâm c?a th? dô, n?i b?t v?i Tháp Rùa và c?u Thê Húc Ðây là di?m du l?ch h?p d?n, noi ngu?i dân thu giãn và là bi?u tu?ng c?a Hà N?i";32;https://imagesvietnamtourismgovvn/vn/images/2021/ho_guomjpg;"l?ch s?, van hóa, 000hám phá";20000–80000;400000–1500000;100000–300000;500000–1500000
283;Van Mi?u - Qu?c T? Giám;Hà N?i;"Van Mi?u - Qu?c T? Giám (Hà N?i) là m?t di tích l?ch s? và van hóa, noi th? 000h?ng T? và là 00000u?ng d?i h?c d?u tiên c?a Vi?t Nam Ðây là di?m tham quan giáo d?c và van hóa";31;https://honglamvn/pic/general/images/van-mieu-quoc-tu-giam%20(5)png;"d?a danh n?i ti?ng, bi?u tu?ng";20000–80000;400000–1500000;100000–300000;500000–1500000
284;Hoàng thành Thang Long;Hà N?i;"Hoàng Thành Thang Long (Hà N?i) là di tích l?ch s? quan 00000?ng c?a Vi?t Nam, t?ng là 00000ung tâm quy?n l?c c?a nhi?u 00000i?u d?i Di tích này mang d?m d?u ?n l?ch s? và van hóa dân t?c";36;https://hoangthanhthanglongvn/wp-content/uploads/2023/05/hoangthanhjpg;"thu giãn, yên bình, du l?ch sinh thái";20000–80000;400000–1500000;100000–300000;500000–1500000
285;C?u Long Biên;Hà N?i;"C?u Long Biên (Hà N?i) là m?t 00000ong nh?ng cây c?u lâu d?i nh?t, mang d?m giá 00000? l?ch s? C?u n?i li?n hai b? sông H?ng và là bi?u tu?ng c?a th? dô";35;https://i2ex-cdncom/crystalbaycom/files/content/2024/09/12/cau-long-bien-1-1709jpg;"b?o t?n, d?ng v?t, th?c v?t";Mi?n phí;400000–1500000;200000–600000;500000–1500000
286;Ngã ba Ð?ng L?c;Hà Tinh;Ngã ba Ð?ng L?c (Hà Tinh) là di tích l?ch s? n?i ti?ng g?n li?n v?i cu?c 000háng chi?n ch?ng M? Noi dây là noi tu?ng ni?m các li?t si hy sinh 00000ong chi?n 00000anh;44;https://lh5googleusercontentcom/proxy/sF7ugItIUxhPD4gRthgCfsONGinLrN4hEqo_HzazT8C3WqdNtM-xA000xSX-huljbHsrCQLUpdXEgl5zs6Ne7fTaq__2Y;"di s?n, l?ch s?, van hóa";20000–80000;300000–800000;100000–300000;500000–1500000
287;Chùa Huong Tích;Hà Tinh;Ngã ba Ð?ng L?c (Hà Tinh) là di tích l?ch s? n?i ti?ng g?n li?n v?i cu?c 000háng chi?n ch?ng M? Noi dây là noi tu?ng ni?m các li?t si hy sinh 00000ong chi?n 00000anh;39;https://static000inhtedothivn/images/upload/2021/12/20/7a462a22-c4d4-492f-b92a-c83c57c2e93djpg;"d?a phuong, d?c dáo, 000hám phá";20000–80000;300000–800000;100000–300000;500000–1500000
288;Bi?n Thiên C?m;Hà Tinh;"Bi?n Thiên C?m (Hà Tinh) là bãi bi?n xinh d?p v?i bãi cát dài và nu?c bi?n 00000ong xanh, noi du 000hách có th? thu giãn và tham gia các ho?t d?ng th? thao bi?n";32;https://thiencamnet/wp-content/uploads/2017/04/thien-cam-ha-tinhjpg;"thiên nhiên, du l?ch, hòa bình";Mi?n phí;300000–800000;300000–800000;100000–300000
289;000hu di tích Nguy?n Du;Hà Tinh;"000hu di tích Nguy?n Du (Hà Tinh) là noi tu?ng ni?m d?i thi hào Nguy?n Du, tác gi? c?a ""00000uy?n 000i?u"" Di tích này gi? gìn nh?ng giá 00000? van hóa, l?ch s? v? cu?c d?i và s? nghi?p c?a ông";49;https://bizwebd000tcdnnet/100/467/540/files/5e51f1b2-2e3d-495d-ba66-b2fc90acdf3f-c2174aa5-b9f4-484f-9089-1e386f3d8ff1jpg?v=1695609583388;"c?nh quan, d?a danh, n?i b?t";20000–80000;300000–800000;100000–300000;500000–1500000
290;Ðèo Ngang;Hà Tinh;"Ðèo Ngang (Qu?ng Bình) là m?t 00000ong nh?ng con dèo d?p nh?t Vi?t Nam, n?i li?n hai t?nh Qu?ng Bình và Hà Tinh Ðèo có c?nh quan hùng vi và tho m?ng";43;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcSYlU000Me1H2ET_dO5xzAeo6GyQ6R07Ci3huow&s;"000hám phá, thiên nhiên, thu giãn";Mi?n phí;300000–800000;200000–600000;500000–200000
291;Ð?o Cò Chi Lang Nam;H?i Duong;"Ð?o Cò Chi Lang Nam (H?i Duong) là m?t 000hu v?c b?o t?n thiên nhiên n?i b?t v?i hàng nghìn con cò sinh s?ng Ðây là d?a di?m du l?ch sinh thái lý tu?ng, v?i 000hông gian yên bình và c?nh quan tuy?t d?p";33;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcRpzhFtGutS_W02Fr-0hiSq89Y7JzA_v000dnSA&s;"du l?ch, thiên nhiên, c?nh d?p";20000–80000;300000–800000;100000–300000;100000–300000
